id,title,description,severity,status,created_at,updated_at,resolved_at,affected_services,assignee,category
INC1349,Service mesh configuration error,Service mesh configuration error affecting production environment,low,open,2026-01-10T15:05:56.376226,,,checkout-service|reporting-service,platform-team,Infrastructure
INC1350,Message queue backlog growing,Message queue backlog growing affecting production environment,medium,resolved,2026-01-12T12:37:56.376226,2026-01-13T18:22:56.376226,2026-01-12T15:16:56.376226,read-replica,payments-team,Monitoring
INC1351,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,low,resolved,2026-01-20T22:17:56.376226,2026-01-21T19:16:56.376226,2026-01-21T05:42:56.376226,order-service|product-service,observability-team,Application
INC1352,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with intermittent failures,low,investigating,2026-01-10T13:35:56.376226,,,search-service|oauth-provider|ci-cd,dba-team,Infrastructure
INC1353,Container registry unavailable,Container registry unavailable affecting production environment with intermittent failures,low,investigating,2026-01-10T05:35:56.376226,,,load-balancer,identity-team,Infrastructure
INC1354,Redis cache connection failures,Redis cache connection failures affecting production environment with intermittent failures,high,open,2026-01-21T10:17:56.376226,,,fluentd|logging-service|load-balancer,devops-team,Cache
INC1355,Memory leak in kubernetes service,Memory leak in kubernetes service affecting production environment with sporadic failures,high,resolved,2026-01-16T13:10:56.376226,2026-01-18T00:43:56.376226,2026-01-16T14:24:56.376226,logging-service|reporting-service,observability-team,Application
INC1356,Redis cache connection failures,Redis cache connection failures affecting production environment,medium,investigating,2026-01-19T00:44:56.376226,,,frontend|cdn|api-gateway,identity-team,Cache
INC1357,Database connection timeout,Database connection timeout affecting production environment,high,resolved,2026-01-14T13:50:56.376226,2026-01-15T10:21:56.376226,2026-01-15T07:03:56.376226,logging-service|ci-cd,ops-team,Database
INC1358,Disk space critical on load-balancer nodes,Disk space critical on load-balancer nodes affecting production environment,low,investigating,2026-01-21T13:13:56.376226,,,reporting-service|checkout-service|container-registry,infra-team,Storage
INC1359,API response latency spike,API response latency spike affecting production environment with intermittent failures,high,investigating,2026-01-10T06:00:56.376226,,,load-balancer,observability-team,Network
INC1360,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with sporadic failures,medium,resolved,2026-01-12T16:10:56.376226,2026-01-12T20:08:56.376226,2026-01-13T01:38:56.376226,order-service,identity-team,Monitoring
INC1361,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with sporadic failures,high,open,2026-01-18T00:57:56.376226,,,rabbitmq,observability-team,Infrastructure
INC1362,Certificate authority unreachable,Certificate authority unreachable affecting production environment,critical,investigating,2026-01-10T19:23:56.376226,,,ci-cd,infra-team,Security
INC1363,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with intermittent failures,high,investigating,2026-01-06T22:35:56.376226,,,email-service|fulfillment-service|ci-cd,security-team,Infrastructure
INC1364,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with sporadic failures,high,open,2026-01-21T15:13:56.376226,,,frontend|fluentd,ops-team,Monitoring
INC1365,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with consistent failures,high,open,2026-01-20T09:42:56.376226,,,auth-service|container-registry|fluentd,search-team,Monitoring
INC1366,API response latency spike,API response latency spike affecting production environment with consistent failures,medium,resolved,2026-01-18T01:30:56.376226,2026-01-19T18:37:56.376226,2026-01-18T09:05:56.376226,checkout-service,identity-team,Network
INC1367,Payment service 500 errors,Payment service 500 errors affecting production environment,high,open,2026-01-18T03:09:56.376226,,,fluentd|cdn|session-service,dba-team,Payments
INC1368,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,high,open,2026-01-18T21:51:56.376226,,,api-gateway,dba-team,Security
INC1369,Load balancer health check failing,Load balancer health check failing affecting production environment,low,investigating,2026-01-13T21:33:56.376226,,,user-service,search-team,Infrastructure
INC1370,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,low,open,2026-01-13T13:49:56.376226,,,elasticsearch|payment-service,identity-team,Infrastructure
INC1371,Certificate authority unreachable,Certificate authority unreachable affecting production environment with sporadic failures,medium,open,2026-01-18T04:28:56.376226,,,auth-service|payment-service|search-service,security-team,Security
INC1372,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,medium,resolved,2026-01-07T06:50:56.376226,2026-01-07T17:08:56.376226,2026-01-07T07:23:56.376226,api-gateway|email-service|checkout-service,observability-team,Infrastructure
INC1373,Redis cache connection failures,Redis cache connection failures affecting production environment,critical,investigating,2026-01-10T13:59:56.376226,,,reporting-service|checkout-service,payments-team,Cache
INC1374,Network latency to search region,Network latency to search region affecting production environment,low,investigating,2026-01-15T11:27:56.376226,,,elasticsearch|checkout-service|search-service,infra-team,Network
INC1375,API response latency spike,API response latency spike affecting production environment,low,resolved,2026-01-09T18:50:56.376226,2026-01-09T20:26:56.376226,2026-01-09T20:32:56.376226,load-balancer,search-team,Network
INC1376,Service mesh configuration error,Service mesh configuration error affecting production environment,medium,resolved,2026-01-07T13:00:56.376226,2026-01-07T18:01:56.376226,2026-01-07T16:07:56.376226,load-balancer|database|rabbitmq,observability-team,Infrastructure
INC1377,Container registry unavailable,Container registry unavailable affecting production environment,critical,investigating,2026-01-14T13:42:56.376226,,,container-registry|oauth-provider,identity-team,Infrastructure
INC1378,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment,high,open,2026-01-09T04:06:56.376226,,,checkout-service|cdn|cache-service,payments-team,Security
INC1379,Message queue backlog growing,Message queue backlog growing affecting production environment with consistent failures,high,open,2026-01-07T08:52:56.376226,,,reporting-service|kubernetes|email-service,search-team,Monitoring
INC1380,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with consistent failures,medium,investigating,2026-01-13T07:55:56.376226,,,oauth-provider|cdn|product-service,infra-team,Security
INC1381,Database replica lag critical,Database replica lag critical affecting production environment with intermittent failures,medium,open,2026-01-10T16:38:56.376226,,,notification-service|kubernetes|elasticsearch,observability-team,Database
INC1382,Certificate authority unreachable,Certificate authority unreachable affecting production environment,critical,resolved,2026-01-12T14:45:56.376226,2026-01-13T05:10:56.376226,2026-01-12T15:37:56.376226,database,api-team,Security
INC1383,Network latency to container-registry region,Network latency to container-registry region affecting production environment,critical,open,2026-01-12T12:22:56.376226,,,ci-cd,search-team,Infrastructure
INC1384,Disk space critical on frontend nodes,Disk space critical on frontend nodes affecting production environment,critical,investigating,2026-01-16T23:43:56.376226,,,ci-cd|rabbitmq|logging-service,payments-team,Storage
INC1385,Container registry unavailable,Container registry unavailable affecting production environment with intermittent failures,medium,investigating,2026-01-12T08:41:56.376226,,,payment-service|logging-service|database,infra-team,Infrastructure
INC1386,Certificate authority unreachable,Certificate authority unreachable affecting production environment with sporadic failures,low,resolved,2026-01-07T20:31:56.376226,2026-01-07T22:31:56.376226,2026-01-07T23:47:56.376226,search-service,api-team,Security
INC1387,Database replica lag critical,Database replica lag critical affecting production environment with consistent failures,medium,resolved,2026-01-09T00:45:56.376226,2026-01-09T06:08:56.376226,2026-01-09T14:44:56.376226,search-service|rabbitmq|load-balancer,identity-team,Database
INC1388,Load balancer health check failing,Load balancer health check failing affecting production environment,medium,investigating,2026-01-10T22:17:56.376226,,,checkout-service|payment-service|frontend,api-team,Infrastructure
INC1389,Network latency to fulfillment region,Network latency to fulfillment region affecting production environment,critical,resolved,2026-01-21T01:33:56.376226,2026-01-22T20:42:56.376226,2026-01-21T03:15:56.376226,order-service|logging-service,ops-team,Network
