incident_id,ticket_id,type,resolution,description,source,similarity_score,resolved_by_team
INC1301,JIRA-1247,similar_incident,Implemented 13 for automatic failover. Configured 58-node cluster with quorum of 2. Tested failover scenarios successfully.,,jira,0.68,security-team
INC1302,JIRA-1248,similar_incident,Fixed 17 timeout by increasing connection timeout to 69s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.94,ops-team
INC1302,SNOW1304,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.9,infra-team
INC1303,SNOW1305,similar_incident,Scaled up 16 instances from 59 to 5 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 2s to gatewayms average.,,servicenow,0.94,devops-team
INC1303,SNOW1306,related_change,,Fluentd configuration update for new log format,servicenow,,platform-team
INC1304,JIRA-1249,similar_incident,Increased connection pool size from 7 to 33 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.74,infra-team
INC1304,JIRA-1250,related_change,,New order notification feature deployed,jira,,observability-team
INC1304,JIRA-1251,related_change,,Heavy batch job scheduled during peak hours,jira,,dba-team
INC1305,SNOW1307,similar_incident,Restarted 17 pods and cleared corrupted cache layer,,servicenow,0.83,dba-team
INC1306,JIRA-1252,similar_incident,Rolled back to previous 19 version to restore functionality,,jira,0.93,security-team
INC1306,SNOW1308,similar_incident,Rolled back to previous 8 version to restore functionality,,servicenow,0.75,observability-team
INC1307,SNOW1309,similar_incident,Restarted 5 pods and cleared corrupted cache layer,,servicenow,0.88,platform-team
INC1307,SNOW1310,related_change,,CDN configuration update for cache TTL,servicenow,,security-team
INC1307,JIRA-1253,related_change,,Elasticsearch cluster version upgrade deployed,jira,,dba-team
INC1308,JIRA-1254,similar_incident,Implemented 5 for automatic failover. Configured 88-node cluster with quorum of 2. Tested failover scenarios successfully.,,jira,0.78,platform-team
INC1308,JIRA-1255,related_change,,Database migration completed last week,jira,,devops-team
INC1309,JIRA-1256,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 9 to 50 consumers. Backlog cleared in 10 hours.,,jira,0.89,observability-team
INC1310,SNOW1311,similar_incident,Scaled up 11 instances from 94 to 8 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to servicems average.,,servicenow,0.82,devops-team
INC1310,JIRA-1257,related_change,,Payment provider SDK upgrade deployed yesterday,jira,,platform-team
INC1310,JIRA-1258,related_change,,New order notification feature deployed,jira,,identity-team
INC1311,SNOW1312,similar_incident,Rolled back to previous 5 version to restore functionality,,servicenow,0.7,ops-team
INC1312,JIRA-1259,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 17 to 34 consumers. Backlog cleared in 6 hours.,,jira,0.68,api-team
INC1313,JIRA-1260,similar_incident,Implemented 11 for automatic failover. Configured 73-node cluster with quorum of 10. Tested failover scenarios successfully.,,jira,0.68,observability-team
INC1314,JIRA-1261,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 16 to 42 consumers. Backlog cleared in 4 hours.,,jira,0.66,observability-team
INC1314,JIRA-1262,similar_incident,Restarted 7 pods and cleared corrupted cache layer,,jira,0.89,observability-team
INC1314,JIRA-1263,similar_incident,Scaled up 18 instances from 73 to 7 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to APIms average.,,jira,0.87,payments-team
INC1315,JIRA-1264,similar_incident,Fixed 7 timeout by increasing connection timeout to 61s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.71,api-team
INC1315,JIRA-1265,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 15 to 93 consumers. Backlog cleared in 4 hours.,,jira,0.78,ops-team
INC1315,JIRA-1266,related_change,,Elasticsearch cluster version upgrade deployed,jira,,api-team
INC1316,SNOW1313,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 18 minutes.,,servicenow,0.73,api-team
INC1316,SNOW1314,related_change,,Added new notification templates last sprint,servicenow,,devops-team
INC1317,SNOW1315,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.85,devops-team
INC1317,JIRA-1267,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 20 to 46 consumers. Backlog cleared in 5 hours.,,jira,0.65,infra-team
INC1317,JIRA-1268,related_change,,Deployed new product-service version with performance improvements,jira,,devops-team
INC1318,SNOW1316,similar_incident,Scaled up 7 instances from 40 to 5 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to Redisms average.,,servicenow,0.75,search-team
INC1319,JIRA-1269,similar_incident,Implemented 10 for automatic failover. Configured 55-node cluster with quorum of 8. Tested failover scenarios successfully.,,jira,0.7,infra-team
INC1320,JIRA-1270,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.84,payments-team
INC1321,SNOW1317,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.94,platform-team
INC1322,JIRA-1271,similar_incident,Implemented 19 for automatic failover. Configured 32-node cluster with quorum of 6. Tested failover scenarios successfully.,,jira,0.76,payments-team
INC1323,SNOW1318,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.86,ops-team
INC1323,SNOW1319,related_change,,Elasticsearch cluster version upgrade deployed,servicenow,,ops-team
INC1324,JIRA-1272,similar_incident,Restarted 12 pods and cleared corrupted cache layer,,jira,0.86,search-team
INC1324,SNOW1320,similar_incident,Fixed 11 timeout by increasing connection timeout to 88s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.86,identity-team
INC1324,SNOW1321,related_change,,CDN configuration update for cache TTL,servicenow,,ops-team
INC1325,JIRA-1273,similar_incident,Fixed 13 timeout by increasing connection timeout to 76s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.93,ops-team
INC1325,JIRA-1274,similar_incident,Fixed 20 timeout by increasing connection timeout to 89s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.75,search-team
INC1326,SNOW1322,similar_incident,Restarted 20 pods and cleared corrupted cache layer,,servicenow,0.78,security-team
INC1326,JIRA-1275,related_change,,CDN configuration update for cache TTL,jira,,search-team
INC1326,JIRA-1276,similar_incident,Increased connection pool size from 15 to 90 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.96,ops-team
INC1327,JIRA-1277,similar_incident,Rolled back to previous 11 version to restore functionality,,jira,0.7,observability-team
INC1327,SNOW1323,similar_incident,Restarted 17 pods and cleared corrupted cache layer,,servicenow,0.9,api-team
INC1328,JIRA-1278,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.79,ops-team
INC1328,JIRA-1279,related_change,,Added backup OAuth provider configuration,jira,,api-team
INC1329,JIRA-1280,similar_incident,Restarted 7 pods and cleared corrupted cache layer,,jira,0.93,ops-team
INC1329,JIRA-1281,similar_incident,Fixed 13 timeout by increasing connection timeout to 33s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.7,api-team
INC1330,SNOW1324,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.87,identity-team
INC1330,JIRA-1282,related_change,,Rate limiting threshold adjustment for new API tier,jira,,devops-team
INC1330,SNOW1325,related_change,,Node capacity upgrade scheduled for maintenance window,servicenow,,security-team
INC1331,SNOW1326,similar_incident,Restarted 16 pods and cleared corrupted cache layer,,servicenow,0.65,ops-team
INC1332,SNOW1327,similar_incident,Rolled back to previous 16 version to restore functionality,,servicenow,0.73,payments-team
INC1333,JIRA-1283,similar_incident,Implemented 6 for automatic failover. Configured 65-node cluster with quorum of 2. Tested failover scenarios successfully.,,jira,0.71,security-team
INC1333,JIRA-1284,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 5 minutes.,,jira,0.75,security-team
INC1333,SNOW1328,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 16 to 96 consumers. Backlog cleared in 5 hours.,,servicenow,0.83,identity-team
INC1334,SNOW1329,similar_incident,Implemented 17 for automatic failover. Configured 89-node cluster with quorum of 6. Tested failover scenarios successfully.,,servicenow,0.92,observability-team
INC1335,SNOW1330,similar_incident,Rolled back to previous 11 version to restore functionality,,servicenow,0.8,security-team
INC1335,SNOW1331,related_change,,Added backup OAuth provider configuration,servicenow,,api-team
INC1335,SNOW1332,similar_incident,Manually purged CDN cache and verified asset propagation,,servicenow,0.74,api-team
INC1336,SNOW1333,similar_incident,Scaled up 5 instances from 52 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to Redisms average.,,servicenow,0.9,ops-team
INC1337,JIRA-1285,similar_incident,Scaled up 17 instances from 68 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to APIms average.,,jira,0.8,api-team
INC1338,JIRA-1286,similar_incident,Rolled back to previous 11 version to restore functionality,,jira,0.73,observability-team
INC1338,JIRA-1287,related_change,,Fluentd configuration update for new log format,jira,,platform-team
INC1338,JIRA-1288,related_change,,New order notification feature deployed,jira,,ops-team
INC1339,SNOW1334,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 5 minutes.,,servicenow,0.89,api-team
INC1339,SNOW1335,related_change,,Fluentd configuration update for new log format,servicenow,,search-team
INC1340,JIRA-1289,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 18 minutes.,,jira,0.91,infra-team
